zone,date,PM2.5,PM10,NO2,SO2,CO,O3
Vivek Vihar,2026-01-03,155.8,227.6,61.5,6.0,1.88,51.94
Vivek Vihar,2026-01-04,160.7,237.2,59.7,6.1,1.93,40.73
Vivek Vihar,2026-01-05,154.7,231.9,59.7,5.5,1.9,68.59
Vivek Vihar,2026-01-06,172.3,244.3,62.5,5.7,1.16,6.12
Vivek Vihar,2026-01-07,175.9,277.9,60.9,7.3,1.58,38.21
Vivek Vihar,2026-01-08,214.0,325.5,61.6,6.5,2.48,50.84
Vivek Vihar,2026-01-09,241.7,380.9,69.8,10.3,2.2,49.54
Vivek Vihar,2026-01-10,191.8,321.5,77.2,11.4,1.62,39.32
Vivek Vihar,2026-01-11,153.0,237.2,70.3,6.8,1.62,62.44
Vivek Vihar,2026-01-12,160.7,281.4,80.4,10.4,2.51,101.54
Vivek Vihar,2026-01-13,263.3,424.2,86.2,12.0,1.54,83.17
Vivek Vihar,2026-01-14,224.2,323.3,76.0,11.4,1.47,77.41
Vivek Vihar,2026-01-15,235.2,331.1,81.4,8.2,2.24,65.0
Vivek Vihar,2026-01-16,266.7,369.9,80.8,10.7,2.19,74.6
Vivek Vihar,2026-01-17,392.2,617.7,100.2,14.3,5.07,87.91
Vivek Vihar,2026-01-18,365.6,573.1,92.7,11.4,4.03,40.14
Vivek Vihar,2026-01-19,348.8,523.2,84.8,12.0,4.12,36.24
Vivek Vihar,2026-01-20,263.8,402.1,78.7,9.9,2.53,82.98
Vivek Vihar,2026-01-21,188.3,315.2,78.4,9.4,2.44,65.2
Vivek Vihar,2026-01-22,193.8,327.5,86.3,10.6,2.0,87.92
Vivek Vihar,2026-01-23,154.4,211.8,67.5,9.6,1.62,58.2
Vivek Vihar,2026-01-24,104.8,221.3,53.7,12.5,1.3,33.39
Vivek Vihar,2026-01-25,96.3,191.6,65.7,7.7,1.75,70.19
Vivek Vihar,2026-01-26,168.5,271.7,78.0,10.3,2.46,87.44
Vivek Vihar,2026-01-27,242.1,353.0,76.9,13.1,2.25,9.61
Vivek Vihar,2026-01-28,164.2,217.8,67.4,8.9,2.16,15.26
Vivek Vihar,2026-01-29,125.0,186.3,65.0,7.6,5.91,24.06
Vivek Vihar,2026-01-30,134.5,208.2,67.0,10.3,2.9,49.12
Vivek Vihar,2026-01-31,210.8,324.7,80.2,15.3,0.91,21.28
Vivek Vihar,2026-02-01,116.8,184.9,64.6,13.4,2.15,35.71
Vivek Vihar,2026-02-02,155.3,230.8,62.0,7.6,1.53,7.11
Vivek Vihar,2026-02-03,179.9,272.8,65.3,13.1,2.64,45.45
Vivek Vihar,2026-02-04,217.5,329.7,68.5,12.7,1.36,58.29
Vivek Vihar,2026-02-05,135.5,219.5,66.1,10.8,1.69,86.4
Vivek Vihar,2026-02-06,111.7,205.2,68.0,16.0,1.29,83.77
Vivek Vihar,2026-02-07,123.2,216.9,66.9,12.5,1.2,77.21
Vivek Vihar,2026-02-08,84.2,169.0,66.8,13.0,1.75,95.66
Vivek Vihar,2026-02-09,145.5,296.0,82.4,16.0,2.49,91.85
Vivek Vihar,2026-02-10,153.3,377.5,76.1,13.0,1.72,83.81
Vivek Vihar,2026-02-11,191.2,352.3,74.2,14.2,1.1,62.44
Vivek Vihar,2026-02-12,76.8,159.5,61.0,11.0,1.73,70.16
Vivek Vihar,2026-02-13,99.2,192.7,70.7,9.9,1.8,83.1
Vivek Vihar,2026-02-14,117.2,229.7,71.0,11.3,1.36,79.14
Vivek Vihar,2026-02-15,137.6,222.2,76.3,7.3,1.5,2.71
Vivek Vihar,2026-02-16,134.2,359.7,81.3,25.0,5.6,102.56
Vivek Vihar,2026-02-17,147.2,319.7,73.0,18.3,1.45,46.08
Vivek Vihar,2026-02-18,132.7,267.6,65.8,15.4,2.18,8.78
Vivek Vihar,2026-02-19,138.1,229.1,62.6,17.2,1.51,62.05
Vivek Vihar,2026-02-20,104.4,190.4,56.1,16.8,1.46,50.92
Vivek Vihar,2026-02-21,106.5,208.3,60.7,16.8,1.74,68.1
Vivek Vihar,2026-02-22,116.0,206.8,56.0,14.3,1.64,86.53
Vivek Vihar,2026-02-23,137.4,235.0,62.1,16.4,1.46,89.91
Vivek Vihar,2026-02-24,151.5,242.2,66.2,14.3,1.73,67.73
Vivek Vihar,2026-02-25,121.5,227.4,63.6,14.6,1.96,46.92
Vivek Vihar,2026-02-26,104.5,196.4,67.5,13.8,1.58,75.91
Vivek Vihar,2026-02-27,79.9,223.0,68.6,18.5,2.8,118.04
Vivek Vihar,2026-02-28,110.7,230.7,72.8,17.7,1.21,109.26
Vivek Vihar,2026-03-01,75.4,197.4,57.1,20.5,1.4,80.5
Vivek Vihar,2026-03-02,102.7,221.5,52.2,21.9,1.51,98.39
Vivek Vihar,2026-03-03,85.5,215.0,48.9,17.0,1.45,96.75
Vivek Vihar,2026-03-04,69.0,,58.8,14.0,1.3,18.9
Vivek Vihar,2026-03-05,64.5,180.1,42.8,22.5,1.49,66.45
Vivek Vihar,2026-03-06,98.2,225.9,50.1,18.5,2.08,102.56
Vivek Vihar,2026-03-07,130.8,257.2,54.5,12.5,1.52,97.95
Vivek Vihar,2026-03-08,149.8,268.8,62.5,15.1,1.6,110.85
Vivek Vihar,2026-03-09,114.9,225.0,53.8,13.3,1.62,62.58
Vivek Vihar,2026-03-10,155.9,296.5,55.6,14.6,1.88,61.0
Vivek Vihar,2026-03-11,114.2,255.7,59.7,10.4,2.27,90.85
Vivek Vihar,2026-03-12,65.1,202.7,55.7,13.3,1.25,110.62
Vivek Vihar,2026-03-13,38.7,132.9,35.6,10.2,1.52,51.75
Vivek Vihar,2026-03-14,80.7,187.4,51.5,11.4,2.06,93.74
Vivek Vihar,2026-03-15,68.5,160.5,54.2,13.4,1.45,57.86
Vivek Vihar,2026-03-16,44.5,134.4,45.6,14.4,1.4,86.31
Vivek Vihar,2026-03-17,117.0,224.7,43.0,17.7,1.54,102.23
Vivek Vihar,2026-03-18,152.5,275.8,46.5,16.4,1.54,142.6
Vivek Vihar,2026-03-19,83.0,133.0,37.1,9.2,1.55,38.65
Vivek Vihar,2026-03-20,79.1,100.1,26.2,7.0,1.46,14.96
Vivek Vihar,2026-03-21,89.8,153.9,29.6,7.6,1.56,45.11
Vivek Vihar,2026-03-22,76.1,147.3,31.5,8.2,1.25,53.2
Vivek Vihar,2026-03-23,104.9,182.6,40.1,8.3,1.91,64.55
Vivek Vihar,2026-03-24,60.9,147.2,32.5,11.0,0.82,30.34
Vivek Vihar,2026-03-25,86.7,183.0,40.4,11.3,1.51,81.84
Vivek Vihar,2026-03-26,88.1,192.6,41.9,12.2,1.15,121.54
Vivek Vihar,2026-03-27,46.4,131.2,31.2,10.8,1.25,66.69
Vivek Vihar,2026-03-28,72.2,161.9,37.0,16.1,1.62,107.31
Vivek Vihar,2026-03-29,86.2,207.9,35.8,18.2,1.42,89.55
Vivek Vihar,2026-03-30,78.7,223.8,37.1,18.4,1.76,59.99
Vivek Vihar,2026-03-31,61.0,146.5,32.9,11.6,1.05,52.93
Vivek Vihar,2026-04-01,74.0,154.3,37.2,15.0,1.59,73.49
Vivek Vihar,2026-04-02,106.5,235.1,52.0,23.6,2.27,153.08
Vivek Vihar,2026-04-03,81.0,278.1,55.8,15.3,1.82,52.41
Vivek Vihar,2026-04-04,58.0,116.8,45.1,11.6,1.56,16.32
Vivek Vihar,2026-04-05,63.0,195.0,81.8,12.1,1.9,16.0
Vivek Vihar,2026-04-06,52.9,121.9,42.1,14.3,1.48,117.94
Vivek Vihar,2026-04-07,45.9,105.5,46.3,14.4,1.65,64.05
Vivek Vihar,2026-04-08,41.4,78.2,36.9,15.8,1.32,91.32
Vivek Vihar,2026-04-09,71.8,146.9,48.8,20.1,1.86,111.61
Vivek Vihar,2026-04-10,48.6,150.0,44.3,13.1,1.09,73.51
Vivek Vihar,2026-04-11,41.4,146.3,47.4,15.4,1.69,49.07
Vivek Vihar,2026-04-12,63.5,151.6,44.7,16.6,1.27,51.47
Vivek Vihar,2026-04-13,38.4,136.7,42.8,15.7,1.32,66.51
Vivek Vihar,2026-04-14,70.7,193.6,63.4,20.9,2.08,68.7
Vivek Vihar,2026-04-15,73.1,201.6,69.2,22.2,1.71,72.61
Vivek Vihar,2026-04-16,87.8,259.3,73.7,24.1,1.55,84.7
Vivek Vihar,2026-04-17,120.7,368.8,77.0,27.3,2.27,58.55
Vivek Vihar,2026-04-18,55.5,195.0,86.3,15.0,4.0,20.7
Vivek Vihar,2026-04-19,64.4,207.0,50.2,22.5,1.01,61.32
Vivek Vihar,2026-04-20,55.2,203.5,52.2,18.9,1.36,55.95
Vivek Vihar,2026-04-21,47.0,198.2,53.2,18.4,1.44,63.51
Vivek Vihar,2026-04-22,109.4,285.8,75.9,28.2,1.25,25.18
Vivek Vihar,2026-04-23,38.4,182.9,61.5,13.4,3.31,63.55
Vivek Vihar,2026-04-24,103.6,301.9,70.6,29.3,2.79,86.81
Vivek Vihar,2026-04-25,89.5,302.7,60.1,25.7,1.8,52.36
Vivek Vihar,2026-04-26,77.0,246.3,55.8,22.6,1.73,54.66
Vivek Vihar,2026-04-27,67.6,251.8,48.9,23.5,1.2,72.75
Vivek Vihar,2026-04-28,48.7,252.3,36.6,20.6,1.79,57.96
Vivek Vihar,2026-04-29,48.8,173.8,39.1,45.1,1.24,49.39
Vivek Vihar,2026-04-30,84.8,197.8,50.0,39.5,1.53,46.05
Vivek Vihar,2026-05-01,50.7,151.7,43.5,19.9,1.76,57.58
Vivek Vihar,2026-05-02,65.4,161.6,39.5,17.7,1.51,29.93
Vivek Vihar,2026-05-03,41.2,177.4,30.6,16.3,1.44,46.31
Vivek Vihar,2026-05-04,19.6,57.7,25.7,9.7,1.3,36.15
Vivek Vihar,2026-05-05,35.4,76.8,27.9,10.2,1.56,38.36
Vivek Vihar,2026-05-06,87.3,196.7,42.3,16.1,1.93,67.21
Vivek Vihar,2026-05-07,35.2,92.5,32.5,14.6,1.29,52.11
Vivek Vihar,2026-05-08,32.6,100.0,30.1,16.7,1.46,50.34
Vivek Vihar,2026-05-09,56.5,141.1,34.8,22.3,1.57,58.66
Vivek Vihar,2026-05-10,45.9,133.8,31.1,35.6,1.5,55.52
Vivek Vihar,2026-05-11,65.1,161.0,32.8,31.6,1.84,66.03
Vivek Vihar,2026-05-12,60.3,168.0,25.5,19.9,1.38,48.47
Vivek Vihar,2026-05-13,59.5,174.0,27.6,14.2,1.79,57.02
Vivek Vihar,2026-05-14,41.3,168.1,32.4,22.0,1.58,99.76
Vivek Vihar,2026-05-15,56.3,192.5,32.3,17.2,2.21,79.47
Vivek Vihar,2026-05-16,61.2,180.1,31.7,14.3,1.18,81.42
Vivek Vihar,2026-05-17,54.3,217.7,27.5,14.5,1.44,64.25
Vivek Vihar,2026-05-18,39.5,230.0,29.0,11.5,1.62,66.18
Vivek Vihar,2026-05-19,48.9,241.4,38.1,10.6,2.1,63.25
Vivek Vihar,2026-05-20,43.2,186.0,38.9,11.9,1.76,64.4
Vivek Vihar,2026-05-21,35.1,283.0,24.4,7.8,1.29,51.97
Vivek Vihar,2026-05-22,50.5,230.0,25.7,12.6,1.66,91.26
Vivek Vihar,2026-05-23,47.7,266.4,25.0,11.3,1.53,64.8
Vivek Vihar,2026-05-24,55.8,244.0,37.1,15.0,1.71,67.72
Vivek Vihar,2026-05-25,66.7,393.6,33.0,12.9,1.35,45.62
Vivek Vihar,2026-05-26,86.5,285.2,36.0,19.5,1.5,73.61
Vivek Vihar,2026-05-27,57.3,250.2,39.6,13.8,2.08,85.71
Vivek Vihar,2026-05-28,67.3,217.2,26.8,18.0,1.6,37.95
Vivek Vihar,2026-05-29,32.3,116.0,15.5,9.8,1.41,42.48
Vivek Vihar,2026-05-30,35.5,160.6,17.9,11.4,1.56,53.07
Vivek Vihar,2026-05-31,16.4,95.0,13.6,13.6,1.45,47.41
Vivek Vihar,2026-06-01,24.4,102.2,19.3,16.6,1.52,67.17
Vivek Vihar,2026-06-02,42.8,135.2,20.8,16.0,1.57,28.54
Vivek Vihar,2026-06-03,54.8,178.1,24.3,15.5,1.8,76.14
Vivek Vihar,2026-06-04,35.5,204.9,27.1,14.6,1.73,34.77
Vivek Vihar,2026-06-05,30.0,455.0,11.3,11.1,1.2,25.0
Vivek Vihar,2026-06-06,35.6,242.5,29.2,12.9,2.07,7.5
Vivek Vihar,2026-06-07,22.8,210.4,19.6,11.1,1.51,32.37
Vivek Vihar,2026-06-08,20.4,163.4,22.6,11.3,1.76,13.45
Vivek Vihar,2026-06-09,32.8,162.3,11.6,7.6,1.2,50.7
Vivek Vihar,2026-06-10,35.6,280.4,10.9,12.3,1.94,35.99
Vivek Vihar,2026-06-11,27.1,143.0,12.1,13.9,1.5,32.9
Vivek Vihar,2026-06-12,22.5,71.5,10.8,18.7,1.64,25.35
Vivek Vihar,2026-06-13,38.9,143.8,15.3,14.6,1.99,56.05
Vivek Vihar,2026-06-14,62.2,224.3,16.4,15.9,1.54,62.86
Vivek Vihar,2026-06-15,34.4,198.2,9.5,15.6,1.59,33.49
Vivek Vihar,2026-06-16,42.3,149.0,15.5,14.0,2.12,46.34
Vivek Vihar,2026-06-17,28.2,119.5,8.0,13.0,1.51,75.1
Vivek Vihar,2026-06-18,39.9,192.5,7.9,15.6,1.53,52.71
Vivek Vihar,2026-06-19,33.2,182.3,4.8,14.9,1.41,50.59
Vivek Vihar,2026-06-20,40.6,176.1,15.9,12.8,1.49,58.5
Vivek Vihar,2026-06-21,29.8,142.3,19.8,8.6,0.27,35.52
Vivek Vihar,2026-06-22,37.3,295.8,23.1,7.8,0.68,52.8
Vivek Vihar,2026-06-23,57.7,172.8,35.3,10.9,0.86,57.48
Vivek Vihar,2026-06-24,28.7,118.7,37.6,7.0,0.72,18.65
Vivek Vihar,2026-06-25,39.1,189.9,43.8,8.3,0.93,28.47
Vivek Vihar,2026-06-26,26.5,144.3,26.4,7.5,0.7,35.24
Vivek Vihar,2026-06-27,43.1,179.6,25.9,9.3,0.63,48.55
Vivek Vihar,2026-06-28,45.4,180.7,24.5,8.6,0.78,49.19
Vivek Vihar,2026-06-29,33.9,185.9,35.4,8.3,0.73,31.76
Vivek Vihar,2026-06-30,37.3,238.4,24.1,8.2,0.46,17.79
Vivek Vihar,2026-07-01,33.9,125.5,25.4,9.9,0.99,4.54
Vivek Vihar,2026-07-02,33.5,103.4,25.7,8.6,0.83,26.46
Vivek Vihar,2026-07-03,39.4,107.5,20.4,7.6,0.86,32.07
Vivek Vihar,2026-07-04,48.1,117.4,26.8,7.6,0.79,19.29
Vivek Vihar,2026-07-05,27.6,125.4,43.3,4.2,1.5,23.12
Vivek Vihar,2026-07-06,31.8,108.9,27.7,6.9,0.47,31.7
Vivek Vihar,2026-07-07,35.5,111.9,39.1,6.0,0.93,33.07
Vivek Vihar,2026-07-08,30.0,56.4,29.9,6.1,0.82,32.91
Vivek Vihar,2026-07-09,19.1,19.1,21.5,5.8,0.76,29.04
Vivek Vihar,2026-07-10,25.6,61.1,25.5,7.3,0.86,31.48
Vivek Vihar,2026-07-11,43.6,265.0,31.8,6.6,0.98,39.38
Vivek Vihar,2026-07-12,50.7,417.2,33.9,5.9,0.66,33.11
Vivek Vihar,2026-07-13,35.2,209.1,26.4,6.6,0.39,40.19
Vivek Vihar,2026-07-14,33.2,188.8,33.2,6.8,0.6,103.57
Vivek Vihar,2026-07-15,34.3,179.2,32.4,7.4,0.75,28.76
Vivek Vihar,2026-07-16,41.7,231.7,30.9,7.5,0.62,29.09
Vivek Vihar,2026-07-17,48.2,252.3,46.7,8.8,1.06,25.14
Vivek Vihar,2026-07-18,44.0,227.9,38.0,8.0,0.71,24.56
Vivek Vihar,2026-07-19,50.4,217.2,30.3,7.9,0.67,33.88
Vivek Vihar,2026-07-20,38.9,126.7,25.0,7.1,0.76,27.25
Vivek Vihar,2026-07-21,44.5,131.5,30.7,7.8,0.9,32.5
Wazirpur,2025-10-01,54.6,169.4,47.1,13.3,0.98,103.41
Wazirpur,2025-10-02,55.5,136.8,48.4,13.9,0.95,87.95
Wazirpur,2025-10-03,49.6,147.4,50.5,13.4,1.75,51.19
Wazirpur,2025-10-04,91.8,250.1,60.6,17.4,1.28,40.67
Wazirpur,2025-10-05,85.2,228.6,60.0,15.8,0.9,102.74
Wazirpur,2025-10-06,36.7,89.9,45.0,11.6,1.4,45.96
Wazirpur,2025-10-07,31.1,99.9,47.6,11.7,1.03,56.79
Wazirpur,2025-10-08,41.8,112.5,47.2,6.8,1.12,52.66
Wazirpur,2025-10-09,43.5,174.2,46.9,9.9,1.0,60.44
Wazirpur,2025-10-10,66.5,252.7,58.0,11.0,1.14,95.19
Wazirpur,2025-10-11,95.3,306.3,69.9,13.7,1.19,80.78
Wazirpur,2025-10-13,95.5,306.8,74.0,14.3,1.38,102.01
Wazirpur,2025-10-14,94.3,288.1,66.5,19.0,1.23,92.04
Wazirpur,2025-10-15,113.7,368.1,80.3,14.8,2.56,65.55
Wazirpur,2025-10-16,156.5,452.0,94.8,19.8,2.85,63.09
Wazirpur,2025-10-17,142.8,415.7,107.4,22.7,2.08,110.99
Wazirpur,2025-10-18,176.1,410.4,89.2,22.2,0.73,128.04
Wazirpur,2025-10-19,256.6,581.9,83.2,16.3,1.91,46.58
Wazirpur,2025-10-20,317.6,452.2,59.3,36.5,1.76,102.26
Wazirpur,2025-10-21,299.0,476.6,43.3,27.9,2.06,60.89
Wazirpur,2025-10-22,251.3,394.2,40.7,11.5,1.5,70.93
Wazirpur,2025-10-23,152.8,398.2,54.9,11.5,2.09,122.41
Wazirpur,2025-10-24,167.0,385.2,59.7,10.8,3.31,128.54
Wazirpur,2025-10-25,219.7,512.8,68.6,10.8,3.31,128.85
Wazirpur,2025-10-26,219.4,461.5,66.9,9.2,2.0,58.48
Wazirpur,2025-10-27,195.0,380.1,51.3,9.1,0.79,100.29
Wazirpur,2025-10-28,164.7,303.3,44.2,7.8,1.24,96.74
Wazirpur,2025-10-29,201.6,366.1,58.5,7.4,1.8,103.53
Wazirpur,2025-10-30,262.1,456.2,71.6,7.0,0.56,60.07
Wazirpur,2025-10-31,145.0,293.4,52.1,7.3,2.64,73.99
Wazirpur,2025-11-01,277.2,495.0,74.4,8.0,1.43,52.93
Wazirpur,2025-11-02,256.4,443.5,74.6,9.2,0.76,100.16
Wazirpur,2025-11-03,258.3,430.2,79.9,10.9,0.61,105.59
Wazirpur,2025-11-04,145.1,358.3,59.0,10.9,0.54,64.53
Wazirpur,2025-11-05,123.4,240.3,42.3,9.0,2.12,78.99
Wazirpur,2025-11-06,212.1,362.4,51.8,10.1,2.27,128.61
Wazirpur,2025-11-07,166.2,394.4,70.2,15.0,2.6,88.17
Wazirpur,2025-11-08,339.5,577.7,73.3,14.6,3.01,91.73
Wazirpur,2025-11-09,221.0,460.5,71.0,15.2,2.11,73.27
Wazirpur,2025-11-10,322.4,549.4,72.1,14.9,1.99,60.88
Wazirpur,2025-11-11,307.5,596.2,83.2,16.2,2.58,116.92
Wazirpur,2025-11-12,389.5,668.5,76.0,16.0,2.74,126.96
Wazirpur,2025-11-13,278.9,570.2,82.3,20.2,2.11,74.13
Wazirpur,2025-11-14,265.8,533.2,85.8,15.7,1.76,70.08
Wazirpur,2025-11-15,255.6,520.7,90.1,17.4,2.08,132.69
Wazirpur,2025-11-16,299.5,530.4,78.3,16.7,2.43,135.08
Wazirpur,2025-11-17,290.0,536.3,81.2,14.4,5.22,116.57
Wazirpur,2025-11-18,299.2,637.3,93.7,13.1,3.49,110.53
Wazirpur,2025-11-19,410.6,679.8,93.2,14.0,5.74,114.96
Wazirpur,2025-11-20,340.2,606.9,93.2,8.9,5.93,97.54
Wazirpur,2025-11-21,314.8,567.4,84.0,7.6,5.67,85.04
Wazirpur,2025-11-22,347.4,592.0,94.5,8.8,4.64,100.95
Wazirpur,2025-11-23,359.8,581.0,99.5,8.3,3.85,106.19
Wazirpur,2025-11-24,256.9,549.1,98.7,8.4,2.85,77.2
Wazirpur,2025-11-25,229.8,462.1,88.2,9.5,2.67,59.86
Wazirpur,2025-11-26,261.0,501.0,92.6,8.8,2.6,9.1
Wazirpur,2025-12-01,190.0,390.0,60.8,11.1,2.96,103.36
Wazirpur,2025-12-02,291.8,555.0,70.3,15.5,2.93,95.49
Wazirpur,2025-12-03,134.6,339.9,50.6,10.8,1.8,72.1
Wazirpur,2025-12-04,187.9,439.0,47.3,12.5,2.94,82.41
Wazirpur,2025-12-05,203.9,422.8,61.9,8.2,2.27,81.76
Wazirpur,2025-12-06,187.1,410.8,71.9,10.8,1.25,90.22
Wazirpur,2025-12-07,180.3,343.4,67.9,10.8,1.24,106.53
Wazirpur,2025-12-08,168.0,345.0,69.8,10.4,1.54,93.32
Wazirpur,2025-12-09,165.0,346.6,66.8,12.0,2.49,86.7
Wazirpur,2025-12-10,136.3,290.5,63.7,10.3,1.54,49.12
Wazirpur,2025-12-11,202.6,443.4,66.8,10.6,3.29,60.54
Wazirpur,2025-12-12,309.9,563.7,80.1,10.6,3.18,40.04
Wazirpur,2025-12-13,463.9,720.2,106.6,9.9,2.42,55.23
Wazirpur,2025-12-14,565.0,853.6,105.9,9.9,3.51,34.43
Wazirpur,2025-12-15,383.4,600.6,86.2,8.8,4.5,60.13
Wazirpur,2025-12-16,208.0,379.8,79.2,9.0,1.44,53.15
Wazirpur,2025-12-17,245.2,427.4,71.2,8.0,2.16,51.45
Wazirpur,2025-12-18,296.2,429.0,58.1,7.6,1.97,23.7
Wazirpur,2025-12-19,249.9,398.6,74.4,8.9,3.15,27.85
Wazirpur,2025-12-20,402.5,566.7,62.3,10.7,5.02,32.54
Wazirpur,2025-12-21,271.3,424.8,59.6,8.1,2.01,44.95
Wazirpur,2025-12-22,300.1,499.0,65.0,8.4,2.6,53.5
Wazirpur,2025-12-23,256.3,394.2,64.1,8.4,2.07,47.45
Wazirpur,2025-12-24,124.7,251.6,54.4,6.8,1.91,44.72
Wazirpur,2025-12-25,176.9,327.8,61.0,5.5,2.6,24.62
Wazirpur,2025-12-26,278.8,477.0,63.8,4.7,4.13,48.43
Wazirpur,2025-12-27,273.5,438.3,78.2,4.5,2.53,46.9
Wazirpur,2025-12-28,400.4,556.8,67.3,6.1,3.68,40.88
Wazirpur,2025-12-29,314.2,470.8,77.1,6.0,1.47,31.07
Wazirpur,2025-12-30,321.0,478.0,73.1,4.9,2.67,28.51
Wazirpur,2025-12-31,300.3,425.9,50.2,5.0,2.23,38.21
Wazirpur,2026-01-01,250.9,362.2,51.4,4.0,1.45,20.74
Wazirpur,2026-01-02,104.1,188.3,60.3,4.7,1.76,86.39
Wazirpur,2026-01-03,161.0,253.9,64.3,3.9,1.12,80.2
Wazirpur,2026-01-04,147.0,227.8,67.7,2.9,1.03,126.1
Wazirpur,2026-01-05,133.6,228.5,85.6,4.0,1.52,19.12
Wazirpur,2026-01-06,183.5,265.5,80.8,4.7,1.4,18.1
Wazirpur,2026-01-07,182.1,288.3,100.5,3.6,1.09,18.65
Wazirpur,2026-01-08,159.9,271.0,114.6,3.3,1.54,19.67
Wazirpur,2026-01-09,188.2,313.3,111.4,3.5,1.48,31.13
Wazirpur,2026-01-10,173.6,316.7,117.0,4.2,1.18,26.75
Wazirpur,2026-01-11,134.3,236.7,111.4,2.8,1.03,24.66
Wazirpur,2026-01-12,168.4,295.8,122.7,3.1,1.14,36.79
Wazirpur,2026-01-13,250.2,393.5,139.3,2.8,1.79,43.42
Wazirpur,2026-01-14,292.0,404.0,131.9,4.4,1.95,63.93
Wazirpur,2026-01-15,228.9,355.5,114.4,4.1,2.02,60.83
Wazirpur,2026-01-16,236.5,408.1,110.3,3.6,2.5,64.47
Wazirpur,2026-01-17,399.7,604.7,128.6,3.7,3.03,63.0
Wazirpur,2026-01-18,360.7,608.6,157.2,2.7,2.55,58.05
Wazirpur,2026-01-19,404.5,624.6,152.1,5.9,3.87,57.73
Wazirpur,2026-01-20,250.5,514.9,116.7,9.4,2.94,63.6
Wazirpur,2026-01-21,196.2,376.5,134.8,6.3,2.77,59.56
Wazirpur,2026-01-22,226.3,431.9,163.8,6.6,3.12,60.4
Wazirpur,2026-01-23,161.8,242.5,168.5,4.9,1.85,59.3
Wazirpur,2026-01-24,92.6,235.6,170.8,8.0,1.65,56.27
Wazirpur,2026-01-25,96.5,227.5,280.7,10.7,1.2,37.51
Wazirpur,2026-01-26,190.7,340.9,259.3,8.9,2.12,38.83
Wazirpur,2026-01-27,211.2,314.6,220.7,10.1,3.0,50.02
Wazirpur,2026-01-28,156.2,217.7,172.1,10.0,1.55,38.67
Wazirpur,2026-01-29,100.4,177.7,186.1,9.7,0.89,47.67
Wazirpur,2026-01-30,144.4,270.1,211.4,9.4,1.63,13.4
Wazirpur,2026-01-31,286.0,519.5,199.8,8.8,2.0,31.3
Wazirpur,2026-02-01,245.0,715.0,188.4,8.5,2.7,16.5
Wazirpur,2026-02-02,147.4,260.6,183.1,9.1,2.3,21.34
Wazirpur,2026-02-03,144.8,245.2,142.9,10.2,1.53,28.84
Wazirpur,2026-02-04,177.5,311.0,187.8,9.9,1.98,32.72
Wazirpur,2026-02-05,118.6,266.3,190.9,8.8,1.35,71.43
Wazirpur,2026-02-06,95.9,235.5,160.8,11.5,1.17,41.42
Wazirpur,2026-02-07,103.6,242.4,174.4,10.0,0.97,29.87
Wazirpur,2026-02-08,98.1,232.0,187.1,10.0,1.01,19.17
Wazirpur,2026-02-09,168.0,361.9,191.6,6.3,2.42,20.35
Wazirpur,2026-02-10,213.0,475.4,202.0,9.1,3.38,17.37
Wazirpur,2026-02-11,191.5,383.3,251.9,6.1,2.13,17.56
Wazirpur,2026-02-12,79.3,192.2,167.5,7.0,2.34,22.26
Wazirpur,2026-02-13,112.6,268.6,110.3,7.5,1.35,21.12
Wazirpur,2026-02-14,133.6,282.7,106.7,6.9,2.28,21.14
Wazirpur,2026-02-16,149.5,400.8,93.9,8.2,2.15,21.79
Wazirpur,2026-02-17,75.3,296.4,101.9,8.6,1.88,17.87
Wazirpur,2026-02-18,186.3,380.4,94.4,7.4,2.7,21.42
Wazirpur,2026-02-19,95.2,211.6,101.4,6.5,1.53,20.86
Wazirpur,2026-02-20,88.0,207.0,99.3,6.7,1.47,20.06
Wazirpur,2026-02-21,101.8,253.0,106.6,9.0,1.27,20.15
Wazirpur,2026-02-22,141.9,267.7,109.7,8.2,1.77,18.97
Wazirpur,2026-02-23,123.5,371.6,98.8,7.1,2.0,20.93
Wazirpur,2026-02-24,147.1,365.2,102.8,7.3,2.38,19.69
Wazirpur,2026-02-25,122.8,322.2,96.7,8.5,2.06,21.03
Wazirpur,2026-02-26,96.5,297.8,42.8,9.3,2.26,45.48
Wazirpur,2026-02-27,90.0,325.4,59.8,13.1,2.64,52.11
Wazirpur,2026-02-28,110.5,342.5,74.7,11.1,2.13,39.28
Wazirpur,2026-03-01,70.7,265.8,62.0,12.9,1.33,24.25
Wazirpur,2026-03-02,103.0,280.7,51.4,10.1,1.81,35.93
Wazirpur,2026-03-03,90.6,286.0,46.2,10.3,1.51,33.92
Wazirpur,2026-03-05,67.7,233.6,47.3,9.4,1.44,18.46
Wazirpur,2026-03-06,103.8,322.7,64.0,10.6,3.09,10.53
Wazirpur,2026-03-07,137.7,324.4,87.4,10.2,2.25,26.98
Wazirpur,2026-03-08,125.4,343.2,115.5,11.8,3.15,161.06
Wazirpur,2026-03-09,116.4,280.7,108.7,14.8,2.01,137.39
Wazirpur,2026-03-10,129.0,330.1,111.0,10.7,2.62,107.38
Wazirpur,2026-03-11,122.4,377.8,111.3,11.9,3.85,96.66
Wazirpur,2026-03-12,92.2,330.8,113.1,14.1,1.3,101.0
Wazirpur,2026-03-13,43.1,227.2,73.5,6.0,1.21,71.37
